1178,House Mother Normal,B. S. Johnson,1971
1179,The Left-Handed Woman,Peter Handke,1976
1180,On the Heights of Despair,Emil Cioran,1934
1181,The Living and the Dead,Patrick White,1941
1182,Tarr, Wyndham Lewis,1918
1183,Obabakoak, Bernardo Atxaga,1989
1184,A Sentimental Journey Through France and Italy,Laurence Sterne,1768
1185,Homo Faber,Max Frisch,1957
1186,A Ballad for Georg Henig, Viktor Paskov,1987
1187,Love in Excess; or The Fatal Enquiry,Eliza Haywood,1720
1188,The Return of the Soldier,Rebecca West,1918
1189,The Monk,Matthew Lewis,1796
1190,The Melancholy of Resistance,László Krasznahorkai,1989
1191,Kiss of the Spider Woman,Manuel Puig,1976
1192,One No One and One Hundred Thousand,Luigi Pirandello,1926
1193,The Singapore Grip,J. G. Farrell,1978
1194,Garden Ashes,Danilo Kiš,1965
1195,Untouchable,Mulk Raj Anand,1935
1196,None but the Brave,Arthur Schnitzler,1901
1197,The Fan Man,William Kotzwinkle,1974
1198,Contact,Carl Sagan,1985
1199,Blue of Noon,Georges Bataille,1957
1200,Baltasar and Blimunda,José Saramago,1982
1201,Cain,José Saramago,2009
1202,Indigo,Marina Warner,1992
1203,Under the Skin,Michel Faber,2000
1204,The Case of Comrade Tulayev,Victor Serge,1949
1205,Claudine,Colette,1922
1206,A Gate at the Stairs,Lorrie Moore,2009
1207,The End of the Story,Lydia Davis,1995
1208,Amok,Stefan Zweig,1922
1209,Quicksand,Nella Larsen,1928
1210,Time of Silence, Luis Martín-Santos,1962
1211,At the Mountains of Madness,H. P. Lovecraft,1936
1212,A Day in Spring,Ciril Kosmač,1954
1213,The Enigma of Arrival,V. S. Naipaul,1987
1214,The Case Worker,György Konrád,1969
1215,The Autumn of the Patriarch,Gabriel Garcia Marquez,1975
1216,A Kestrel for a Knave, Barry Hines,1968
1217,Surfacing,Margaret Atwood,1972
1218,Solaris,Stanisław Lem,1961
1219,The Twilight Years,Sawako Ariyoshi,1972
1220,Retreat Without Song,Shahan Shahnour,1929
1221,The Artamonov Business,Maksim Gorky,1925
1222,The Girls of Slender Means,Muriel Spark,1963
1223,The Dead Father,Donald Barthelme,1975
1224,Melmoth the Wanderer,Charles Robert Maturin,1820
1225,Dog Years,Günter Grass,1963
1226,The Glass Bees,Ernst Jünger,1957
1227,The Nine Tailors,Dorothy L Sayers,1934
1228,The House on the Borderland,Frances Hodgson Burnett,1908
1229,By the Open Sea,August Strindberg,1890
1230,The Underdogs,Mariano Azuela,1916
1231,Measuring the World,Daniel Kehlmann,2005
1232,Memoirs of a Peasant Boy,Xosé Neira Vilas,1961
1233,The Apes of God, Wyndham Lewis,1930
1234,The Beautiful Mrs. Seidenman,Andrzej Szczypiorski,1986
1235,Journey to the Center of the Earth,Jules Verne,1864
1236,A Day Off,Storm Jameson,1933
1237,Dusklands,J M Coetzee,1974
1238,Anton Reiser,Karl Philipp Moritz,1785
1239,Absolute Beginners,Colin MacInnes,1959
1240,The Twins, Tessa De Loo,1993
1241,The Lonely Londoners,Sam Selvon,1956
1242,Under the Yoke,Ivan Vazov,1888
1243,The Daughter,Pavlos Matesis,1990
1244,No One Writes to the Colonel,Gabriel Garcia Marquez,1961
1245,Monica,Saunders Lewis,1930
1246,Smell of Sadness,Alfred Kossmann,1980
1247,Hell, Henri Barbusse,1908
1248,A Void,Georges Perec,1969
1249,Arcanum 17,André Breton,1945
1250,Legend,David Gemmell,1984
1251,Whatever,Michel Houellebecq,1994
1252,What Maisie Knew,Henry James,1897
1253,So Long a Letter, Mariama Bâ,1979
1254,Jacob the Liar,Jurek Becker,1969
1255,The 13 Clocks,James Thurber,1950
1256,The Water-Babies A Fairy Tale for a Land Baby,Charles Kingsley,1863
1257,Rickshaw Boy,Lao She,1936
1258,The Roots of Heaven,Romain Gary,1956
1259,The Hothouse,Wolfgang Koeppen,1953
1260,Around the World in Eighty Days,Jules Verne,1873
1261,Girl With Green Eyes,Edna O'Brien,1962
1262,The Devil and Miss Prym,Paulo Coelho,2000
1263,The Blind Owl,Ṣādiq Hidāyat,1937
1264,The History of Rasselas Prince of Abissinia,Samuel Johnson Abraham Raimbach Robert Smirke,1759
1265,The Nose,Nikolai Gogol,1836
1266,Waiting for the Dark Waiting for the Light,Ivan Klíma,1993
1267,Forest of the Hanged,Liviu Rebreanu,1922
1268,The Passion According to G.H.,Clarice Lispector,1964
1269,Our Lady of the Assassins,Fernando Vallejo,1994
1270,Max Havelaar,Multatuli,1860
1271,The Diviners, Margaret Laurence,1974
1272,Nip the Buds Shoot the Kids,Kenzaburō Ōe,1958
1273,The Midwich Cuckoos,John Wyndham,1957
1274,The deadbeats: a novel,Ward Ruyslinck,1957
1275,Cheese, Willem Elsschot,1933
1276,Nemesis,Philip Roth,2010
1277,The Year of the Hare, Arto Paasilinna,1975
1278,Marks of Identity,Juan Goytisolo,1966
1279,Down There,J. K. Huysmans,1891
1280,The Vice-Consul,Marguerite Duras,1966
1281,The Bitter Glass,Eilís Dillon,1958
1282,Cigarettes,Harry Mathews,1987
1283,The Sorrow of Belgium,Hugo Claus,1983
1284,The Birds,Tarjei Vesaas,1957
1285,The Garden Where the Brass Band Played,Simon Vestdijk,1950
1286,A Town Like Alice,Nevil Shute,1950
1287,Pallieter,Felix Timmermans,1916
1288,Summer in Baden-Baden,Leonid Tsypkin,1981
1289,Paradise of the Blind,Dương Thu Hương,1988
1290,Things: A Story of the Sixties,Georges Perec,1965
1291,Burger's Daughter,Nadine Gordimer,1979
1292,The Man of Feeling, Henry Mackenzie,1771
1293,Locus Solus,Raymond Roussel,1914
1294,Joseph Andrews,Henry Fielding,1742
1295,On Love,Alain de Botton,1993
1296,Inside Mr. Enderby,Anthony Burgess,1963
1297,Memories of Rain,Sunetra Gupta,1992
1298,Black Box,Amos Oz,1987
1299,Life and Death of Harriett Frean,May Sinclair,1922
1300,Typical: Stories, Padgett Powell,1991
1301,Phineas Finn,Anthony Trollope,1867
1302,Billiards at Half-Past Nine,Heinrich Böll,1959
1303,Dirk Gently's Holistic Detective Agency,Douglas Adams,1987
1304,The Nun,Denis Diderot,1796
1305,The Harvesters,Cesare Pavese,1941
1306,The Commandant,Jessica Anderson,1975
1307,The Cider House Rules,John Irving,1985
1308,The Third Wedding,Kōstas Tachtsēs,1963
1309,Pilgrimage,Dorothy Richardson,1967
1310,Faces In The Water,Janet Frame,1961
1311,Insatiability,Stanisław Ignacy Witkiewicz,1930
1312,Fear of Flying, Erica Jong,1973
1313,The History of the Siege of Lisbon,José Saramago,1989
1314,Quo Vadis,Henryk Sienkiewicz,1896
1315,Martín Fierro, José Hernández,1872
1316,L'Abbé C,Georges Bataille,1950
1317,Une vie,Guy de Maupassant,1883
1318,Crome Yellow,Aldous Huxley,1921
1319,The Adventures of Peregrine Pickle,Tobias Smollett,1751
1320,Almost Transparent Blue,Ryū Murakami,1976
1321,La Bête humaine,Émile Zola,1890
1322,Camera Obscura,Nicolaas Beets,1839
1323,The Tale of the Bamboo Cutter,unknown,1592
1324,Exercises in Style,Raymond Queneau,1963
1325,Castle Rackrent,Maria Edgeworth,1800
1326,Gimmick!,Joost Zwagerman,1989
1327,The Swarm,Frank Schatzing,2004
1328,Celestial Harmonies,Peter Esterhazy,2000
1329,Everything That Rises Must Converge,Flannery O'Connor,1965
1330,Viper’s Tangle,François Mauriac,1952
1331,Asphodel,Hilda Doolittle,1992
1332,Miss Pettigrew Lives for a Day,Winifred Watson,1938
1333,The Late-night News,Petros Markaris,1995
1334,The Life of Insects,Victor Pelevin,1997
1335,Midaq Alley,Naguib Mahfouz,1947
1336,Disappearance, David Dabydeen,1993
1337,Hallucinating Foucault,Patricia Duncker,1996
1338,House in the Uplands,Erskine Caldwell,1946
1339,Giles Goat-Boy,John Barth,1966
1340,Democracy,Joan Didion,1984
1341,Forever a Stranger,Hella S. Haasse,1996
1342,Crossfire,Miyuki Miyabe,1998
1343,The Young Man,Botho Strauß,1984
1344,Murder Must Advertise,Dorothy L Sayers,1933
1345,Nervous Conditions,Tsitsi Dangarembga,1988
1346,Pierre et Jean,Guy de Maupassant,1888
1347,The Midnight Examiner,William Kotzwinkle,1990
1348,Pnin,Vladimir Nabokov,1957
1349,The Enchanted Wanderer,Nikolai Leskov,1873
1350,Alias Grace,Margaret Atwood,1996
1351,Reasons to Live,Amy Hempel,1985
1352,I'm Not Scared,Niccolò Ammaniti,2001
1353,Astradeni,Eugenia Fakinou,1991
1354,Marius the Epicurean, Walter Pater,1885
1355,Kieron Smith Boy,James Kelman,2008
1356,The Adventures and Misadventures of Maqroll,Alvaro Mutis,1993
1357,Group Portrait with Lady,Heinrich Böll,1971
1358,The Grass Is Singing,Doris Lessing,1950
1359,Morvern Callar,Alan Warner,1995
1360,The Bell,Iris Murdoch,1958
1361,A Boy's Own Story,Edmund White,1982
1362,Senilità,Italo Svevo,1898
1363,Cost,Roxana Robinson,2008
1364,North and South,Elizabeth Gaskell,1854
1365,The Enormous Room,E. E. Cummings,1922
1366,Indian Summer,Adalbert Stifter,1857
1367,Impressions of Africa,Raymond Roussel,1910
1368,The Children's Book,A. S. Byatt,2009
1369,Like Life,Lorrie Moore,1990
1370,King Lear of the Steppes,Ivan Turgenev,1870
1371,Lady Number Thirteen,José Carlos Somoza,2003
1372,Life of Christ, Giovanni Papini,1921
1373,The Engineer of Human Souls,Josef Škvorecký,1977
1374,Gösta Berling's Saga,Selma Lagerlöf,1891
1375,Deep River, Shūsaku Endō,1993
1376,Mr Norris Changes Trains,Christopher Isherwood,1935
1377,Heinrich of Ofterdingen,Novalis,1802
1378,King Solomon's Mines,H. Rider Haggard,1885
1379,Eline Vere, Louis Couperus,1889
1380,The Laws,Connie Palmen,1991
1381,The Manila Rope,Veijo Meri,1957
1382,On the Black Hill,Bruce Chatwin,1982
1383,The Club Dumas,Arturo Pérez-Reverte,1992
1384,The Travels of Persiles and Sigismunda,Miguel de Cervantes,1617
1385,Possessing the Secret of Joy,Alice Walker,1992
1386,Thomas of Reading Or The Sixe Worthie Yeomen of the West,Thomas Deloney,1612
1387,Rob Roy,Walter Scott,1817
1388,American Rust,Philipp Meyer,2009
1389,The Book about Blanche and Marie,Per Olov Enquist,2004
1390,Looking For The Possible Dance,A. L. Kennedy,1993
1391,Her Privates We,Frederic Manning,1929
1392,The Devil's Pool, George Sand,1846
1393,The Blind Side of the Heart,Julia Franck,2007
1394,I Malavoglia,Giovanni Verga,1881
1395,Alamut,Vladimir Bartol,1938
1396,Thaïs,Anatole France,1890
1397,The Immoralist,André Gide,1902
1398,A Pale View of Hills,Kazuo Ishiguro,1982
1399,The Well of Loneliness,Radclyffe Hall,1928
1400,The Quest for Christa T., Christa Wolf,1968
1401,Cat and Mouse,Günter Grass,1961
1402,What a Carve Up!,Jonathan Coe,1993
1403,Under Fire, Henri Barbusse,1916
1404,Blind Man with a Pistol,Chester Himes,1969
1405,Silk,Alessandro Baricco,1996
1406,Rituals,Cees Nooteboom,1980
1407,Keep the Aspidistra Flying,George Orwell,1936
1408,Hawksmoor,Peter Ackroyd,1985
1409,The Witness, Juan José Saer,1983
1410,Thank You Jeeves,P. G. Wodehouse,1934
1411,Disobedience,Alberto Moravia,1948
1412,They Shoot Horses Don't They?,Horace McCoy,1935
1413,I Thought of Daisy,Edmund Wilson,1929
1414,Requiem for a Dream,Hubert Selby,1978
1415,Patterns of Childhood, Christa Wolf,1976
1416,Myra Breckinridge,Gore Vidal,1968
1417,Bosnian Chronicle, Ivo Andrić,1945
1418,The Fruits of the Earth,André Gide,1897
1419,All Souls,Javier Marías,1987
1420,Moscow-Petushki,Venedikt Yerofeev,1969
1421,Transit,Anna Seghers,1942
1422,The History of Love,Nicole Krauss,0
1423,Sexing the Cherry,Jeanette Winterson,1989
1424,Chaka, Thomas Mofolo,0
1425,The Magician of Lublin,Isaac Bashevis Singer,1960
1426,The Bells of Basel,Louis Aragon,1934
1427,The Thin Man,Dashiell Hammett,1932
1428,Amadis of Gaul,Garci Rodriguez de Montalvo,1304
1429,Broad and Alien is the World,Ciro Alegría,1941
1430,The Fall of the House of Usher,Edgar Allan Poe,1839
1431,Bel Ami,Guy de Maupassant,1885
1432,The Return of Philip Latinowicz,Miroslav Krleža,1932
1433,This Way for the Gas Ladies and Gentlemen,Tadeusz Borowski,1948
1434,Solitude,Caterina Albert,1906
1435,News from Nowhere,William Morris,1890
1436,The Unfortunate Traveller,Thomas Nashe,1594
1437,Back,Henry Green,1946
1438,The Lion of Flanders, Hendrik Conscience,1838
1439,Uncle Silas,Sheridan Le Fanu,1864
1440,The Day of the Dolphin, Robert Merle,1967
1441,The Last Temptation of Christ,Nikos Kazantzakis,1955
1442,Nada,Carmen Laforet,1945
1443,Il Piacere,Gabriele D'Annunzio,1889
1444,Death in Rome,Wolfgang Koeppen,1954
1445,In Parenthesis,David Jones,1937
1446,The Labyrinth of Solitude,Octavio Paz,1950
1447,The Wars, Timothy Findley,1977
1448,Moon Palace,Paul Auster,1989
1449,The Great Indian Novel,Shashi Tharoor,1989
1450,The Sound of Waves,Yukio Mishima,1954
1451,The First Garden,Anne Hébert,1988
1452,The Floating Opera,John Barth,1956
1453,Uncle Petros and Goldbach's Conjecture,Apostolos Doxiadis,1992
1454,Justine,Lawrence Durrell,1957
1455,Professor Martens' Departure,Jaan Kross,1984
1456,The Master,Colm Tóibín,2004
1457,Arrow of God,Chinua Achebe,1964
1458,Matigari,Ngugi wa Thiong'o,1986
1459,The Trick Is to Keep Breathing,Janice Galloway,1989
1460,The Mandarins,Simone de Beauvoir,1954
1461,Anagrams,Lorrie Moore,1986
1462,Billy Liar, Keith Waterhouse,1959
1463,Bébo's Girl,Carlo Cassola,1960
1464,Larva: Midsummer Night's Babel,Julián Ríos,1984
1465,Strait is the Gate,André Gide,1909
1466,Passing,Nella Larsen,1929
1467,The Female Quixote, Charlotte Lennox,1752
1468,Quartet in Autumn,Barbara Pym,1977
1469,A Question of Power,Bessie Head,1973
1470,The Guide,R. K. Narayan,1958
1471,The Pigeon,Patrick Suskind,1987
1472,Land,Kyŏng-ni Pak,1994
1473,The House of Ulloa,Emilia Pardo Bazán,1886
1474,W or the Memory of Childhood,Georges Perec,1975
1475,Troubling Love,Elena Ferrante,1995
1476,To Each His Own,Leonardo Sciascia,1966
1477,Closely Watched Trains,Bohumil Hrabal,1965
1478,Dirty Havana Trilogy,Pedro Juan Gutierrez,1998
1479,Z,Vassilis Vassilikos,1967
1480,Tarka the Otter,Henry Williamson,1927
1481,Joseph and His Brothers,Thomas Mann,1933
1482,Eva Trout,Elizabeth Bowen,1968
1483,The Vicar of Wakefield,Oliver Goldsmith,1766
1484,The 120 Days of Sodom,Marquis de Sade,1785
1485,The Graduate, Charles Webb,1963
1486,Miramar,Naguib Mahfouz,1967
1487,The River Between,Ngugi wa Thiong'o,1965
1488,The Cathedral,Oles Honchar,1968
1489,The Clay Machine-gun,Viktor Pelevin,1996
1490,The Adventures of Caleb Williams,William Godwin,1794
1491,The Summer Book,Tove Jansson,1972
1492,Summer Will Show,Sylvia Townsend Warner,1936
1493,Get Shorty,Elmore Leonard,1990
1494,Memoirs of Martinus Scriblerus,Scriblerus Club,1741
1495,The Crow Road,Iain Banks,1992
1496,Conversations in Sicily,Elio Vittorini,1941
1497,The Museum of Unconditional Surrender,Dubravka Ugrešić,1999
1498,The Kingdom of This World,Alejo Carpentier,1949
1499,Drunkard,Émile Zola,1877
1500,The Hive, Camilo José Cela,1951
1501,The Tin Flute,Gabrielle Roy,1945
1502,The Book of Daniel,E. L. Doctorow,1971
1503,In Search of Klingsor,Jorge Volpi Escalante,1999
1504,The Judge and His Hangman,Friedrich Dürrenmatt,1952
1505,Fado Alexandrino,António Lobo Antunes,1983
1506,The Green Hat,Michael Arlen,1924
1507,All about H. Hatterr, G. V. Desani,1948
1508,Mother,Maksim Gorky,1907
1509,Cutter and Bone,Newton Thornburg,1976
1510,Soldiers of Salamis,Javier Cercas,2001
1511,Death and the Dervish,Meša Selimović,1966
1512,Here's to You Jesusa!,Elena Poniatowska,1969
1513,Who Do You Think You Are?,Alice Munro,1978
1514,Empire of the Sun,J. G. Ballard,1984
1515,Broken April,Ismail Kadare,1978
1516,The Sea of Fertility,Yukio Mishima,1970
1517,The Lost Language of Cranes,David Leavitt,1986
1518,Death Sentence, Maurice Blanchot,1948
1519,Waterland,Graham Swift,1983
1520,Pereira Maintains,Antonio Tabucchi,1994
1521,Arcadia,Jim Crace,1992
1522,Gabriela Clove and Cinnamon,Jorge Amado,1958
1523,Four Quartets,T. S. Eliot,1943
1524,Family Life,Akhil Sharma,2014
1525,What Belongs to You,Garth Greenwell,2016
1526,Honored Guest,Joy Williams,2004
1527,Magic for Beginners,Kelly Link,2005
1528,Winter's Bone,Daniel Woodrell,1999
1529,Out Stealing Horses,Per Petterson,2003
1530,The Intuitionist: A Novel,Colson Whitehead,1999
1531,The Ghost Road,Pat Barker,1995
1532,House Made of Dawn,N. Scott Momaday,1968
1533,Remainder,Tom McCarthy,2005
1534,Lincoln in the Bardo,George Saunders,2017
1535,The Alienist,Caleb Carr,1994
1536,Talk Before Sleep,Elizabeth Berg,1994
1537,Rubyfruit Jungle,Rita Mae Brown,1973
1538,Tree of Smoke,Denis Johnson,2007
1539,The Education of Little Tree,Forrest Carter,1976
1540,The Last Samurai,Helen DeWitt,2000
1541,The Chaneysville Incident,David Bradley,1981
1542,Netherland,Joseph O'Neill,2009
1543,White Fang,Jack London,1906
1544,Black Beauty: The Autobiography of a Horse,Anna Sewell,1877
1545,Bring Up the Bodies: A Novel,Hilary Mantel,2012
1546,Dombey and Son,Charles Dickens,1848
1547,The Magic Barrel,Bernard Malamud,1958
1548,Captain Hornblower R.N.: Hornblower and the 'Atropos' The Happy Return A Ship of the Line,C S Forester,1937
1549,The Little Stranger,Sarah Waters,2009
1550,The Lovely Bones,Alice Sebold,2002
1551,Collected Poems of Ted Hughes,Ted Hughes,2003
1552,Europe Central,William T. Vollmann,2005
1553,The Martian,Andy Weir,2011
1554,Jurassic Park,Michael Crichton,1990
1555,The Help,Kathryn Stockett,2009
1556,Fifty Shades of Grey: ,E L James,2011
1557,The Bone People,Keri Hulme,1984
1558,The Beautiful and Damned ,F. Scott Fitzgerald,1922
1559,Shahnameh,Ferdowsi,1010
1560,The Blithedale Romance,Nathaniel Hawthorne,1852
1561,Beauty and Sadness,Yasunari Kawabata,1964
1562,The Age of Anxiety,W. H. Auden,1947
1563,The Inimitable Jeeves,P. G. Wodehouse,1923
1564,Short Friday: And Other Stories,Isaac Bashevis Singer,1991
1565,Body Rags,Galway Kinnell,1968
1566,The English Teacher,R. K. Narayan,1945
1567,The Poorhouse Fair: A Novel,John Updike,1959
1568,The March,E. L. Doctorow,2005
1569,Requiem,Anna Akhmatova,1935
1570,The Eustace Diamonds,Anthony Trollope,1871
1571,The Innocence of Father Brown,G. K. Chesterton,1911
1572,The Loneliness of the Long-distance Runner,Alan Sillitoe,1959
1573,Sarah Plain and Tall,Patricia MacLachlan,1985
1574,The Bone is Pointed: An Inspector Bonaparte Mystery #6 ,Arthur William Upfield,1938
1575,Burmese Days,George Orwell,1934
1576,Best of Simple,Langston Hughes,1961
1577,Herland,Charlotte Perkins Gilman,0
1578,Renascence and Other Poems,Edna St. Vincent Millay,1917
1579,The Collected Plays of W.B. Yeats,William Butler Yeats,1939
1580,Death of a Lake,Arthur William Upfield,1954
1581,The Wild Swans at Coole,William Butler Yeats,1917
1582,The Prussian Officer,D. H. Lawrence,1914
1583,My Book House,Olive Beaupré Miller,1921
1584,Women in Their Beds,Gina Berriault,1997
1585,Mother Courage and Her Children,Bertolt Brecht,1939
1586,The Would-Be Gentleman,Molière,1670
1587,Peyton Place,Grace Metalious,1956
1588,The Plum in the Golden Vase,Anonymous,1610
1589,Shadows on the Rock,Willa Cather,1931
1590,The Snowy Day,Ezra Jack Keats,1962
1591,The Bride Price,Buchi Emecheta,1975
1592,Confessions of a Mask,Yukio Mishima,1949
1593,Walden Two,B. F. Skinner,1948
1594,Open Secrets: Stories,Alice Munro,1994
1595,Amelia,Henry Fielding,1751
1596,The Cat in the Hat,Dr. Seuss,1957
1597,Monsignor Quixote,Graham Greene,1982
1598,Carrie,Stephen King,1974
1599,The Richard Trilogy,Paul Horgan,1990
1600,Dark symphony: Negro literature in America,James A. Emanuel (Comp) Theodore L. Gross (Joint Comp),0
1601,The Negro Caravan: Writings by American Negroes,Sterling Allen Brown Arthur Paul Davis Ulysses Lee,1941
1602,Guerrillas,V. S. Naipaul,1975
1603,The Would-Be Invalid,Molière,1673
1604,Dreamtigers,Jorge Luis Borges,1960
1605,Tender Buttons,Gertrude Stein,1914
1606,The Miser,Molière,1668
1607,The Seance and Other Stories,Isaac Bashevis Singer,1991
1608,The Times Are Never So Bad: A Novella and Eight Short Stories,Andre Dubus,1983
1609,The Prince and the Pauper: A Tale for Young People of All Ages,Mark Twain,1881
1610,Billy Bathgate,E. L. Doctorow,1989
1611,The Beast in the Jungle,Henry James,1903
1612,The School for Wives,Molière,1662
1613,Alcestis,Euripides,-438
1614,Eight Men: Short Stories,Richard Wright,1961
1615,Horseman Pass By: A Novel,Larry McMurtry,1961
1616,The Complete Plays of T. S. Eliot,T. S. Eliot,1965
1617,Strange Fruit,Lillian Smith,1944
1618,The Short Happy Life of Francis Macomber,Ernest Hemingway,1936
1619,The Complete Works of Nathanael West,Nathanael West,1940
1620,Vendor Of Sweeets,R. K. Narayan R. K,1967
1621,The Portable Faulkner,William Faulkner,1946
1622,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe,1935
1623,War Poems of Siegfried Sassoon,Siegfried Sassoon,1919
1624,The Fortunes Of Richard Mahony,Henry Handel Richardson,1929
1625,The Mysterious Affair at Styles,Agatha Christie,1920
1626,Don Juan,Molière,1821
1627,The Collected Stories of Katherine Anne Porter,Katherine Anne Porter,1965
1628,Mysteries,Knut Hamsun,1892
1629,A Rose for Emily,William Faulkner,1930
1630,The Iceman Cometh,Eugene O'Neill,1939
1631,Augustus,John Williams,1973
1632,Follow the River,James Alexander Thom,1981
1633,Haroun and the Sea of Stories,Salman Rushdie,1990
1634,In the Time of the Butterflies,Julia Alvarez,1994
1635,The Jewel In The Crown,Paul Scott,1966
1636,Flicker,Theodore Roszak,1991
1637,The Merry Adventures of Robin Hood,Howard Pyle,1883
1638,A Legacy,Sybille Bedford,1956
1639,In the Heart of the Heart of the Country,William H. Gass,1968
1640,The Executioner's Song,Norman Mailer,1980
1641,A Wild Sheep Chase,Haruki Murakami,1982
1642,The Memoirs of a Survivor,Doris May Lessing,1974
1643,Northern Lights,Philip Pullman,1995
1644,The Werewolf,Aksel Sandemose,0
1645,The Serious Game,Hjalmar Soderberg,1912
1646,The Baron in the Trees,Italo Calvino,1957
1647,Collected Poems,Nils Ferlin,0
1648,The bells of Bicêtre,Georges Simenon,0
1649,The Czar's Madman,Jaan Kross,1978
1650,The Long Ships,Frans G. Bengtsson,1941
1651,The Wind on the Moon,Eric Linklater,1944
1652,Mio My Son,Astrid Lindgren,1954
1653,Dog,Kerstin Ekman,0
1654,The Emperor of Portugallia,Selma Lagerlöf,1914
1655,The Early Stories,John Updike,2004
1656,The Road to Klockrike,Harry Martinson,1948
1657,Kallocain,Karin Boye,1940
1658,Samuels bok,Sven Delblanc,1981
1659,Flowering Nettle,Harry Martinson,1935
1660,After the Flood,P. C. Jersild,1982
1661,Bathsheba,Torgny Lindgren,0
1662,The Man Without a Way,Erik Lindegren,0
1663,The Book-Dealer Who Ceased Bathing,Fritiof Nilsson Piraten,1937
1664,They Burn the Thistles,Yaşar Kemal,1969
1665,The Emigrants,Vilhelm Moberg,1949
1666,Second-class Citizen,Buchi Emecheta,1974
1667,The Queen's Tiara,Carl Jonas Love Almquist,1834
1668,Doctor Glas,Hjalmar Soderberg,1905
1669,Stockholm series,Per Anders Fogelström,1960
1670,The Days of His Grace,Eyvind Johnson,1960
1671,Rhythms,Harry Martinson,0
1672,Hotel du Lac,Anita Brookner,1984
1673,Barefoot,Zaharia Stancu,0
1674,The Dwarf,Par Lagerkvist,1945
1675,The Women's Room,Marilyn French,1977
1676,Bridge to Terabithia,Katherine Paterson,1977
1677,Death Of A Salesman,Arthur Miller,1949
1678,Prufrock and Other Observations,T. S. Eliot,1917
1679,The Power of One,Bryce Courtenay,1989
1680,Point Counter Point,Aldous Huxley,1928
1681,The Voyages of Doctor Dolittle,Hugh Lofting,1922
1682,Miss Susie Slagle's,Augusta Tucker,1939
1683,Edmund Dulac's Fairy-Book,Edmund Dulac,1953
1684,Forever: A Novel,Pete Hamill,2003
1685,Smoky the Cowhorse,Will James,1927
1686,The Moon is Down,John Steinbeck,1942
1687,The Little Grey Men,B B,1942
1688,The Cloister and the Hearth,Charles Reade,1861
1689,The Warlord of Mars,Edgar Rice Burroughs,1913
1690,Story of Ferdinand,Munro Leaf,1936
1691,The Little Engine that Could,Platt & Munk,1930
1692,The Scarlet Plague,Jack London,1915
1693,Miss Pickerell Goes to Mars,Ellen Macgregor,1951
1694,The Island Within,Ludwig Lewisohn,1928
1695,The Song of Hiawatha,Henry Wadsworth Longfellow,1855
1696,Snow Flower and the Secret Fan,Lisa See,2005
1697,Persepolis Two,Marjane Satrapi,2001
1698,The Secret Garden,Frances Hodgson Burnett,1911
1699,Busman’s Honeymoon,Dorothy L Sayers,1937
1700,The Moon is a Harsh Mistress,Robert A. Heinlein,1966
1701,Baudolino,Umberto Eco,2000
1702,The Poetry of Ezra Pound,Ezra Pound,1972
1703,Affliction,Russell Banks,1997
1704,Chronicle of a Death Foretold,Gabriel Garcia Marquez,1981
1705,Leaving the Atocha Station,Ben Lerner,2011
1706,Obasan,Joy Kogawa,1981
1707,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996
1708,Tenth of December,George Saunders,2013
1709,Mason & Dixon,Thomas Pynchon,1997
1710,Girl in Hyacinth Blue,Susan Vreeland,1999
1711,Wise Children,Angela Carter,1991
1712,Life and Fate,Vasily Grossman,1959
1713,Antiworlds,Andrey Voznesensky,0
1714,Where the Sidewalk Ends,Shel Silverstein,0
1715,Ice-Candy-Man,Bapsi Sidhwa,0
1716,The Loyal Subject,Heinrich Mann,1918
1717,August 1914,Aleksandr Isaevich Solzhenit︠s︡yn,1971
1718,The Garlic Ballads: A Novel,Yan Mo,0
1719,Goodnight Mister Tom,Michelle Magorian,1981
1720,The Witches,Roald Dahl,0
1721,Breath Eyes Memory,Edwidge Danticat,0
1722,American Gods,Neil Gaiman,2001
1723,Stories,Heinrich von Kleist,1777
1724,Riders,Jilly Cooper,1985
1725,The Book of Songs,China,1937
1726,Teahouse,Lao She,1957
1727,The Story of Tracy Beaker,Jacqueline Wilson,1991
1728,The Boy in the Striped Pyjamas,John Boyne,2006
1729,Count Julian,Juan Goytisolo,1970
1730,My City: A Hong Kong Story,Xi Xi,0
1731,Habibi,Craig Thompson,2011
1732,Cloudstreet,Tim Winton,1991
1733,The Tiger Who Came to Tea ,Judith Kerr,1968
1734,V for Vendetta,Alan Moore,1982
1735,Dissolution: A Shardlake Novel,C. J. Sansom,2003
1736,Italian Folktales,Italo Calvino,1956
1737,The Gift,Vladimir Nabokov,1938
1738,Siebenkäs,Jean Paul,1796
1739,The Years with Laura Diaz,Carlos Fuentes,1999
1740,Identity: A Novel,Milan Kundera,1998
1741,Track,Ernst Bloch,0
1742,The Seventh Cross,Anna Seghers,1942
1743,Forever...,Judy Blume,1975
1744,Diary of a Wimpy Kid,Jeff Kinney,0
1745,First Love,Ivan Turgenev,1860
1746,The Stone Raft,José Saramago,1986
1747,The Very Hungry Caterpillar,Eric Carle,0
1748,Édes Anna,Dezső Kosztolányi,1991
1749,American War,Omar El Akkad,2017
